DATE,PUT,return
5/17/10,980.18,0.001103054
5/18/10,966.81,-0.013640352
5/19/10,961.55,-0.005440573
5/20/10,924.62,-0.038406739
5/21/10,907.56,-0.018450823
5/24/10,906.39,-0.001289171
5/25/10,910.07,0.004060062
5/26/10,908.5,-0.001725142
5/27/10,923.17,0.016147496
5/28/10,917.7,-0.005925236
6/1/10,910.54,-0.007802114
6/2/10,924.64,0.015485316
6/3/10,926.66,0.002184634
6/4/10,911.47,-0.016392204
6/7/10,906.75,-0.005178448
6/8/10,914.81,0.008888889
6/9/10,912.58,-0.002437665
6/10/10,927.61,0.016469789
6/11/10,931.25,0.003924063
6/14/10,932.31,0.001138255
6/15/10,936.39,0.004376227
6/16/10,936.88,0.000523286
6/17/10,937.12,0.000256169
6/18/10,937.82,0.000746969
6/21/10,935.39,-0.002591116
6/22/10,926.26,-0.009760635
6/23/10,924.94,-0.001425086
6/24/10,912.9,-0.013017061
6/25/10,917.62,0.005170336
6/28/10,915.66,-0.00213596
6/29/10,890.04,-0.027979818
6/30/10,880.91,-0.010257966
7/1/10,879.08,-0.002077397
7/2/10,874.75,-0.004925604
7/6/10,879.95,0.005944556
7/7/10,907.51,0.031319961
7/8/10,916.39,0.009785016
7/9/10,923.07,0.007289473
7/12/10,924.03,0.001040008
7/13/10,937.15,0.014198673
7/14/10,937.92,0.00082164
7/15/10,939.17,0.001332736
7/16/10,932.43,-0.00717655
7/19/10,937.12,0.005029868
7/20/10,943.64,0.006957487
7/21/10,937.13,-0.006898817
7/22/10,947.47,0.011033688
7/23/10,951.51,0.004263987
7/26/10,955.57,0.004266902
7/27/10,955.71,0.000146509
7/28/10,953.91,-0.001883417
7/29/10,953.74,-0.000178214
7/30/10,954.37,0.000660557
8/2/10,960.99,0.006936513
8/3/10,960.14,-0.000884505
8/4/10,961.67,0.001593518
8/5/10,961.63,-4.15943E-05
8/6/10,962.22,0.000613542
8/9/10,963.44,0.001267901
8/10/10,962.86,-0.000602009
8/11/10,956.76,-0.006335293
8/12/10,955.64,-0.001170618
8/13/10,955.28,-0.000376711
8/16/10,957.99,0.002836865
8/17/10,963.5,0.005751626
8/18/10,964.29,0.000819927
8/19/10,962.27,-0.002094806
8/20/10,966.69,0.004593305
8/23/10,967.12,0.000444817
8/24/10,959.55,-0.007827364
8/25/10,961.7,0.002240634
8/26/10,957.98,-0.00386815
8/27/10,969,0.011503372
8/30/10,961.39,-0.007853457
8/31/10,961.58,0.000197631
9/1/10,977.52,0.016576884
9/2/10,981.29,0.003856699
9/3/10,985.9,0.004697898
9/7/10,984.1,-0.001825743
9/8/10,985.96,0.001890052
9/9/10,987.41,0.001470648
9/10/10,988.41,0.001012751
9/13/10,989.21,0.000809381
9/14/10,989.26,5.05454E-05
9/15/10,989.45,0.000192063
9/16/10,989.64,0.000192026
9/17/10,990.18,0.000545653
9/20/10,997.74,0.007634975
9/21/10,996.31,-0.001433239
9/22/10,994.88,-0.001435296
9/23/10,990.83,-0.004070843
9/24/10,1000.73,0.009991623
9/27/10,999.75,-0.000979285
9/28/10,1002.05,0.002300575
9/29/10,1001.29,-0.000758445
9/30/10,1000.66,-0.000629188
10/1/10,1003.5,0.002838127
10/4/10,1001.53,-0.001963129
10/5/10,1008.01,0.006470101
10/6/10,1008.65,0.000634914
10/7/10,1008.67,1.98285E-05
10/8/10,1010,0.001318568
10/11/10,1010.65,0.000643564
10/12/10,1010.92,0.000267155
10/13/10,1011.31,0.000385787
10/14/10,1011.53,0.00021754
10/15/10,1012.78,0.001235752
10/18/10,1017.52,0.004680187
10/19/10,1009.44,-0.007940876
10/20/10,1015.54,0.006042955
10/21/10,1016.96,0.001398271
10/22/10,1018.73,0.001740481
10/25/10,1019.81,0.001060144
10/26/10,1019.85,3.9223E-05
10/27/10,1019.15,-0.000686375
10/28/10,1019.73,0.000569102
10/29/10,1020,0.000264776
11/1/10,1020.28,0.00027451
11/2/10,1023.47,0.003126593
11/3/10,1026.87,0.003322032
11/4/10,1031.48,0.004489371
11/5/10,1032.7,0.001182767
11/8/10,1033.11,0.000397018
11/9/10,1032.01,-0.001064746
11/10/10,1033.05,0.001007742
11/11/10,1033.01,-3.87203E-05
11/12/10,1030.76,-0.002178101
11/15/10,1032.23,0.001426132
11/16/10,1028.56,-0.003555409
11/17/10,1031.09,0.00245975
11/18/10,1034.28,0.003093813
11/19/10,1036.38,0.002030398
11/22/10,1036.57,0.00018333
11/23/10,1028.31,-0.007968589
11/24/10,1036.58,0.008042322
11/26/10,1029.2,-0.007119566
11/29/10,1032.97,0.003663039
11/30/10,1028.51,-0.004317647
12/1/10,1040.27,0.011434016
12/2/10,1045.31,0.004844896
12/3/10,1047.53,0.002123772
12/6/10,1048.16,0.000601415
12/7/10,1048.51,0.000333918
12/8/10,1049.56,0.001001421
12/9/10,1050.47,0.00086703
12/10/10,1050.87,0.000380782
12/13/10,1051.17,0.000285478
12/14/10,1051.24,6.65925E-05
12/15/10,1051.33,8.56132E-05
12/16/10,1051.55,0.000209259
12/17/10,1053.08,0.001454995
12/20/10,1055.12,0.001937175
12/21/10,1057.29,0.002056638
12/22/10,1059.49,0.002080791
12/23/10,1058.85,-0.000604064
12/27/10,1059.47,0.000585541
12/28/10,1060.29,0.000773972
12/29/10,1061.2,0.000858256
12/30/10,1060.73,-0.000442895
12/31/10,1061.04,0.000292252
1/3/11,1064.63,0.003383473
1/4/11,1065.03,0.000375717
1/5/11,1066.84,0.001699483
1/6/11,1066.46,-0.000356192
1/7/11,1066.55,8.43914E-05
1/10/11,1067.38,0.00077821
1/11/11,1068.51,0.001058667
1/12/11,1069.55,0.000973318
1/13/11,1069.81,0.000243093
1/14/11,1070.03,0.000205644
1/18/11,1070.33,0.000280366
1/19/11,1070.2,-0.000121458
1/20/11,1070.48,0.000261633
1/21/11,1070.21,-0.000252223
1/24/11,1074.25,0.00377496
1/25/11,1074.85,0.000558529
1/26/11,1078.12,0.003042285
1/27/11,1079.14,0.000946091
1/28/11,1068.29,-0.010054303
1/31/11,1073.31,0.004699099
2/1/11,1081.7,0.00781694
2/2/11,1081.41,-0.000268097
2/3/11,1082.98,0.001451808
2/4/11,1084.68,0.001569743
2/7/11,1086.13,0.0013368
2/8/11,1087.39,0.001160082
2/9/11,1087.14,-0.000229908
2/10/11,1087.65,0.000469121
2/11/11,1088.25,0.000551648
2/14/11,1088.64,0.000358374
2/15/11,1088.65,9.18577E-06
2/16/11,1088.86,0.000192899
2/17/11,1089.16,0.000275518
2/18/11,1088.83,-0.000302986
2/22/11,1074.01,-0.01361094
2/23/11,1069.56,-0.004143351
2/24/11,1069.81,0.000233741
2/25/11,1079.46,0.009020293
2/28/11,1084.57,0.004733848
3/1/11,1071.02,-0.012493431
3/2/11,1073.21,0.00204478
3/3/11,1087.34,0.013166109
3/4/11,1082.4,-0.004543197
3/7/11,1076.02,-0.005894309
3/8/11,1083.9,0.007323284
3/9/11,1083.32,-0.000535105
3/10/11,1065.77,-0.016200199
3/11/11,1073.65,0.007393715
3/14/11,1067.93,-0.005327621
3/15/11,1056.07,-0.011105597
3/16/11,1035.92,-0.019080175
3/17/11,1049.23,0.012848483
3/18/11,1058.95,0.009263936
3/21/11,1069.78,0.010227112
3/22/11,1069.15,-0.000588906
3/23/11,1071.57,0.00226348
3/24/11,1075.92,0.004059464
3/25/11,1077.41,0.001384861
3/28/11,1076.44,-0.000900307
3/29/11,1079.7,0.003028501
3/30/11,1081.9,0.002037603
3/31/11,1082.03,0.000120159
4/1/11,1083.28,0.001155236
4/4/11,1083.71,0.000396943
4/5/11,1084.6,0.000821253
4/6/11,1085.15,0.000507099
4/7/11,1084.9,-0.000230383
4/8/11,1084.65,-0.000230436
4/11/11,1085.29,0.000590052
4/12/11,1085,-0.00026721
4/13/11,1085.83,0.000764977
4/14/11,1086.09,0.000239448
4/15/11,1086.66,0.000524818
4/18/11,1081.04,-0.005171811
4/19/11,1085.5,0.004125657
4/20/11,1091.63,0.005647167
4/21/11,1094.57,0.00269322
4/25/11,1094.42,-0.00013704
4/26/11,1096.98,0.002339139
4/27/11,1098.75,0.001613521
4/28/11,1100.3,0.001410694
4/29/11,1100.52,0.000199945
5/2/11,1100.44,-7.26929E-05
5/3/11,1099.81,-0.000572498
5/4/11,1098.64,-0.00106382
5/5/11,1095.12,-0.003203961
5/6/11,1096.71,0.001451896
5/9/11,1099.87,0.002881345
5/10/11,1102.29,0.00220026
5/11/11,1100.17,-0.001923269
5/12/11,1102.06,0.001717916
5/13/11,1100.6,-0.001324792
5/16/11,1099.93,-0.000608759
5/17/11,1101.03,0.001000064
5/18/11,1103.59,0.002325096
5/19/11,1104.1,0.000462128
5/20/11,1102.88,-0.001104972
5/23/11,1096.4,-0.005875526
5/24/11,1096.7,0.000273623
5/25/11,1099.65,0.002689888
5/26/11,1103.48,0.003482926
5/27/11,1106.18,0.002446805
5/31/11,1111.83,0.005107668
6/1/11,1098.52,-0.011971255
6/2/11,1097.72,-0.000728253
6/3/11,1090.61,-0.006477062
6/6/11,1081.09,-0.00872906
6/7/11,1080.55,-0.000499496
6/8/11,1076.55,-0.003701819
6/9/11,1084.55,0.007431146
6/10/11,1069.6,-0.013784519
6/13/11,1070.83,0.001149963
6/14/11,1084.68,0.012933892
6/15/11,1065.02,-0.018125161
6/16/11,1067.59,0.0024131
6/17/11,1075.44,0.00735301
6/20/11,1080.05,0.004286618
6/21/11,1086.57,0.006036758
6/22/11,1085.02,-0.001426507
6/23/11,1083.77,-0.001152052
6/24/11,1077.13,-0.006126761
6/27/11,1082.48,0.004966903
6/28/11,1089.6,0.006577489
6/29/11,1093.74,0.003799559
6/30/11,1096.54,0.002560023
7/1/11,1098.18,0.001495613
7/5/11,1098.64,0.000418875
7/6/11,1098.66,1.82043E-05
7/7/11,1099.29,0.000573426
7/8/11,1099.29,0
7/11/11,1098.13,-0.001055227
7/12/11,1098.2,6.37447E-05
7/13/11,1099.17,0.000883264
7/14/11,1099.51,0.000309324
7/15/11,1102.13,0.00238288
7/18/11,1097.83,-0.003901536
7/19/11,1106.56,0.007952051
7/20/11,1106.52,-3.61481E-05
7/21/11,1112.25,0.005178397
7/22/11,1113.11,0.000773207
7/25/11,1110.53,-0.00231783
7/26/11,1109.33,-0.001080565
7/27/11,1098.66,-0.009618418
7/28/11,1096.94,-0.001565543
7/29/11,1091.39,-0.005059529
8/1/11,1092.3,0.000833799
8/2/11,1072.43,-0.018190973
8/3/11,1078.84,0.00597708
8/4/11,1030.45,-0.044853732
8/5/11,1029.5,-0.000921927
8/8/11,962.66,-0.064924721
8/9/11,1007.57,0.046651985
8/10/11,962.74,-0.044493187
8/11/11,1006.02,0.044955024
8/12/11,1013.46,0.007395479
8/15/11,1035.15,0.02140193
8/16/11,1025.73,-0.00910013
8/17/11,1026.72,0.000965166
8/18/11,982.37,-0.043195808
8/19/11,961.95,-0.020786465
8/22/11,964.73,0.002889963
8/23/11,983.39,0.019342199
8/24/11,989.67,0.006386073
8/25/11,979.68,-0.010094274
8/26/11,989.94,0.010472807
8/29/11,1000.99,0.011162293
8/30/11,1002.41,0.001418596
8/31/11,1003.86,0.001446514
9/1/11,1002.85,-0.001006116
9/2/11,997.19,-0.005643915
9/6/11,995.11,-0.002085861
9/7/11,1005.55,0.010491302
9/8/11,1004.44,-0.001103874
9/9/11,993.96,-0.010433674
9/12/11,1001.35,0.007434907
9/13/11,1007.67,0.00631148
9/14/11,1011.29,0.003592446
9/15/11,1012.33,0.001028389
9/16/11,1014.82,0.002459672
9/19/11,1011.47,-0.003301078
9/20/11,1011.43,-3.95464E-05
9/21/11,992.73,-0.018488674
9/22/11,969.29,-0.023611657
9/23/11,973.29,0.004126732
9/26/11,991.99,0.019213184
9/27/11,999.73,0.007802498
9/28/11,985.43,-0.014303862
9/29/11,992.69,0.007367342
9/30/11,973.16,-0.019673816
10/3/11,949.99,-0.023809034
10/4/11,970.73,0.021831809
10/5/11,986.21,0.015946762
10/6/11,1001.13,0.015128624
10/7/11,997.08,-0.004045429
10/10/11,1022.78,0.025775264
10/11/11,1025.26,0.002424764
10/12/11,1031.78,0.006359363
10/13/11,1032.39,0.000591211
10/14/11,1040.61,0.007962107
10/17/11,1033.31,-0.007015116
10/18/11,1042.35,0.008748585
10/19/11,1039.83,-0.002417614
10/20/11,1045.96,0.005895194
10/21/11,1048.5,0.002428391
10/24/11,1057.29,0.008383405
10/25/11,1046.75,-0.009968883
10/26/11,1054.01,0.006935754
10/27/11,1068.67,0.013908786
10/28/11,1070.37,0.001590762
10/31/11,1060.53,-0.009193083
11/1/11,1043.73,-0.015841136
11/2/11,1054.45,0.010270855
11/3/11,1065.17,0.010166437
11/4/11,1063.5,-0.001567825
11/7/11,1068.14,0.004362953
11/8/11,1074.09,0.005570431
11/9/11,1055.19,-0.017596291
11/10/11,1063.37,0.007752158
11/11/11,1073.35,0.009385256
11/14/11,1072.34,-0.000940979
11/15/11,1075.45,0.0029002
11/16/11,1071.6,-0.003579897
11/17/11,1064.12,-0.006980216
11/18/11,1069.24,0.004811487
11/21/11,1058.95,-0.009623658
11/22/11,1057.95,-0.000944332
11/23/11,1041.77,-0.015293728
11/25/11,1043.59,0.001747027
11/28/11,1064.84,0.020362403
11/29/11,1067.93,0.002901844
11/30/11,1090.77,0.02138717
12/1/11,1090.99,0.000201692
12/2/11,1091.36,0.000339142
12/5/11,1095.98,0.00423325
12/6/11,1097.29,0.001195277
12/7/11,1097.52,0.000209607
12/8/11,1091.13,-0.005822217
12/9/11,1100.78,0.008844042
12/12/11,1099.06,-0.001562528
12/13/11,1097.66,-0.001273816
12/14/11,1093.26,-0.004008527
12/15/11,1099.24,0.005469879
12/16/11,1104.32,0.004621375
12/19/11,1098.6,-0.005179658
12/20/11,1116.27,0.016084107
12/21/11,1119.01,0.002454603
12/22/11,1122.87,0.003449478
12/23/11,1126.73,0.00343762
12/27/11,1127.89,0.001029528
12/28/11,1123.43,-0.003954286
12/29/11,1127.7,0.00380086
12/30/11,1126.54,-0.001028642
1/3/12,1132.49,0.005281659
1/4/12,1133.75,0.001112593
1/5/12,1135.37,0.001428886
1/6/12,1135.75,0.000334693
1/9/12,1136.95,0.001056571
1/10/12,1137.67,0.000633273
1/11/12,1137.88,0.000184588
1/12/12,1138.35,0.000413049
1/13/12,1138.42,6.14925E-05
1/17/12,1138.56,0.000122977
1/18/12,1138.77,0.000184444
1/19/12,1138.93,0.000140502
1/20/12,1142.75,0.003354025
1/23/12,1144.21,0.00127762
1/24/12,1142.88,-0.001162374
1/25/12,1147.93,0.004418662
1/26/12,1145.27,-0.002317214
1/27/12,1145.49,0.000192094
1/30/12,1144.21,-0.001117426
1/31/12,1145.01,0.000699172
2/1/12,1149.97,0.00433184
2/2/12,1151.56,0.001382645
2/3/12,1156.75,0.00450693
2/6/12,1156.66,-7.78042E-05
2/7/12,1157.97,0.001132571
2/8/12,1158.37,0.000345432
2/9/12,1158.83,0.00039711
2/10/12,1156.88,-0.001682732
2/13/12,1159.81,0.002532674
2/14/12,1160.03,0.000189686
2/15/12,1159.7,-0.000284475
2/16/12,1160.63,0.000801932
2/17/12,1162.44,0.001559498
2/21/12,1164.02,0.00135921
2/22/12,1163.15,-0.00074741
2/23/12,1166.59,0.002957486
2/24/12,1167.94,0.001157219
2/27/12,1168.82,0.000753463
2/28/12,1170.57,0.001497237
2/29/12,1168.92,-0.00140957
3/1/12,1172.62,0.003165315
3/2/12,1172.28,-0.000289949
3/5/12,1171.76,-0.00044358
3/6/12,1161.79,-0.008508568
3/7/12,1167.85,0.005216089
3/8/12,1173.25,0.004623881
3/9/12,1176.13,0.00245472
3/12/12,1177.62,0.001266867
3/13/12,1179.27,0.001401131
3/14/12,1179.54,0.000228955
3/15/12,1179.76,0.000186513
3/16/12,1180.15,0.000330576
3/19/12,1182.6,0.002076007
3/20/12,1181.49,-0.00093861
3/21/12,1181.62,0.000110031
3/22/12,1176.83,-0.004053757
3/23/12,1180.13,0.002804143
3/26/12,1187.37,0.006134917
3/27/12,1185.79,-0.001330672
3/28/12,1184.34,-0.001222813
3/29/12,1184,-0.00028708
3/30/12,1186.61,0.002204392
4/2/12,1189.92,0.002789459
4/3/12,1189.11,-0.000680718
4/4/12,1184.57,-0.003817982
4/5/12,1184.83,0.000219489
4/9/12,1177.4,-0.006270942
4/10/12,1161.01,-0.013920503
4/11/12,1169.7,0.007484862
4/12/12,1183.1,0.011455929
4/13/12,1171.37,-0.009914631
4/16/12,1173.31,0.00165618
4/17/12,1187.01,0.011676369
4/18/12,1184.96,-0.001727028
4/19/12,1180.68,-0.003611936
4/20/12,1180.92,0.000203273
4/23/12,1175.27,-0.004784405
4/24/12,1179.28,0.003411982
4/25/12,1188.9,0.00815752
4/26/12,1192.2,0.002775675
4/27/12,1194.08,0.001576917
4/30/12,1192.39,-0.001415316
5/1/12,1196.09,0.003103012
5/2/12,1195.18,-0.000760812
5/3/12,1191.88,-0.00276109
5/4/12,1181.22,-0.008943853
5/7/12,1183.14,0.001625438
5/8/12,1180.54,-0.002197542
5/9/12,1174.1,-0.005455131
5/10/12,1178.24,0.003526105
5/11/12,1173.85,-0.003725896
5/14/12,1163.16,-0.009106785
5/15/12,1157.37,-0.004977819
5/16/12,1152.46,-0.004242377
5/17/12,1140.11,-0.010716207
5/18/12,1133.91,-0.005438072
5/21/12,1147.04,0.011579402
5/22/12,1147.75,0.000618985
5/23/12,1149.27,0.00132433
5/24/12,1151.11,0.001601016
5/25/12,1150.35,-0.000660232
5/29/12,1157.77,0.006450211
5/30/12,1150.09,-0.006633442
5/31/12,1150.05,-3.47799E-05
6/1/12,1132.38,-0.015364549
6/4/12,1134.53,0.001898656
6/5/12,1140.02,0.004839008
6/6/12,1157.57,0.015394467
6/7/12,1158.77,0.001036654
6/8/12,1162.93,0.003590014
6/11/12,1158.92,-0.003448187
6/12/12,1165.35,0.005548269
6/13/12,1163.83,-0.001304329
6/14/12,1168.3,0.003840767
6/15/12,1172.98,0.00400582
6/18/12,1177.25,0.003640301
6/19/12,1181.97,0.004009344
6/20/12,1182.96,0.000837585
6/21/12,1169.32,-0.011530398
6/22/12,1177.35,0.006867239
6/25/12,1166.14,-0.009521383
6/26/12,1170.05,0.003352942
6/27/12,1175.75,0.004871587
6/28/12,1174.54,-0.00102913
6/29/12,1189.4,0.012651762
7/2/12,1190.94,0.00129477
7/3/12,1193.05,0.00177171
7/5/12,1192.47,-0.000486149
7/6/12,1191.26,-0.001014701
7/9/12,1190.69,-0.000478485
7/10/12,1187.82,-0.002410367
7/11/12,1188.14,0.000269401
7/12/12,1187.96,-0.000151497
7/13/12,1195.77,0.006574295
7/16/12,1195.42,-0.000292698
7/17/12,1197.49,0.001731609
7/18/12,1198.19,0.000584556
7/19/12,1198.48,0.000242032
7/20/12,1197.87,-0.000508978
7/23/12,1191.18,-0.005584913
7/24/12,1183.15,-0.006741215
7/25/12,1183.42,0.000228204
7/26/12,1197.57,0.011956871
7/27/12,1207.12,0.007974482
7/30/12,1206.73,-0.000323083
7/31/12,1204.41,-0.001922551
8/1/12,1203.84,-0.000473261
8/2/12,1200.67,-0.00263324
8/3/12,1212.86,0.010152665
8/6/12,1214.2,0.001104827
8/7/12,1215.77,0.001293032
8/8/12,1216.42,0.000534641
8/9/12,1217.11,0.000567238
8/10/12,1217.4,0.000238269
8/13/12,1217.77,0.000303926
8/14/12,1217.93,0.000131388
8/15/12,1218.04,9.03172E-05
8/16/12,1218.25,0.000172408
8/17/12,1220.21,0.001608865
8/20/12,1220.53,0.00026225
8/21/12,1218.34,-0.001794302
8/22/12,1218.48,0.00011491
8/23/12,1213.18,-0.004349682
8/24/12,1218.26,0.004187342
8/27/12,1218.18,-6.56674E-05
8/28/12,1218.1,-6.56717E-05
8/29/12,1218.45,0.000287333
8/30/12,1213.34,-0.004193853
8/31/12,1217.28,0.003247235
9/4/12,1217.03,-0.000205376
9/5/12,1217.21,0.000147901
9/6/12,1229.72,0.010277602
9/7/12,1232.75,0.002463976
9/10/12,1230.44,-0.001873859
9/11/12,1231.93,0.001210949
9/12/12,1233.02,0.000884791
9/13/12,1236.9,0.003146745
9/14/12,1237.47,0.000460829
9/17/12,1237.65,0.000145458
9/18/12,1237.99,0.000274714
9/19/12,1238.14,0.000121164
9/20/12,1238.17,2.42299E-05
9/21/12,1237.05,-0.000904561
9/24/12,1236.29,-0.000614365
9/25/12,1228.44,-0.006349643
9/26/12,1223.25,-0.004224871
9/27/12,1232.61,0.007651747
9/28/12,1228.58,-0.003269485
10/1/12,1230.65,0.001684872
10/2/12,1232.54,0.001535774
10/3/12,1236.32,0.003066838
10/4/12,1240.27,0.003194966
10/5/12,1242.59,0.00187056
10/8/12,1240.88,-0.001376158
10/9/12,1232.9,-0.00643092
10/10/12,1227.29,-0.004550247
10/11/12,1229.43,0.001743679
10/12/12,1224.8,-0.003765973
10/15/12,1234.98,0.008311561
10/16/12,1245.41,0.008445481
10/17/12,1249.19,0.003035145
10/18/12,1249.67,0.000384249
10/19/12,1243.69,-0.004785263
10/22/12,1244.67,0.000787978
10/23/12,1232.9,-0.009456322
10/24/12,1229.39,-0.002846946
10/25/12,1232.55,0.00257038
10/26/12,1231.9,-0.000527362
10/31/12,1232.66,0.000616933
11/1/12,1244.35,0.009483556
11/2/12,1235.7,-0.00695142
11/5/12,1237.81,0.001707534
11/6/12,1245.59,0.006285294
11/7/12,1222.36,-0.018649796
11/8/12,1212.66,-0.007935469
11/9/12,1212.62,-3.29853E-05
11/12/12,1211.09,-0.001261731
11/13/12,1206.92,-0.003443179
11/14/12,1194.23,-0.010514367
11/15/12,1186.85,-0.006179714
11/16/12,1192.19,0.004499305
11/19/12,1202.88,0.008966692
11/20/12,1203.65,0.00064013
11/21/12,1204.15,0.000415403
11/23/12,1207.4,0.002698999
11/26/12,1207.55,0.000124234
11/27/12,1206.83,-0.000596249
11/28/12,1208.45,0.00134236
11/29/12,1209.49,0.000860607
11/30/12,1208.95,-0.000446469
12/3/12,1208.74,-0.000173704
12/4/12,1208.69,-4.13654E-05
12/5/12,1209.78,0.000901803
12/6/12,1210.21,0.000355437
12/7/12,1210.93,0.000594938
12/10/12,1211.55,0.000512003
12/11/12,1211.82,0.000222855
12/12/12,1211.87,4.12603E-05
12/13/12,1211.87,0
12/14/12,1211.6,-0.000222796
12/17/12,1212.2,0.000495213
12/18/12,1212.43,0.000189738
12/19/12,1212.38,-4.12395E-05
12/20/12,1212.5,9.89789E-05
12/21/12,1216.95,0.003670103
12/24/12,1215.83,-0.000920334
12/26/12,1213.71,-0.001743665
12/27/12,1212.89,-0.000675614
12/28/12,1202.79,-0.008327218
12/31/12,1218.24,0.012845135
1/2/13,1231.69,0.011040517
1/3/13,1232.12,0.000349114
1/4/13,1233.92,0.001460897
1/7/13,1234.21,0.000235023
1/8/13,1234,-0.000170149
1/9/13,1234.52,0.000421394
1/10/13,1235.22,0.000567022
1/11/13,1235.22,0
1/14/13,1235.38,0.000129532
1/15/13,1235.67,0.000234746
1/16/13,1235.69,1.61856E-05
1/17/13,1235.82,0.000105204
1/18/13,1239.29,0.002807852
1/22/13,1242.23,0.002372326
1/23/13,1243.21,0.000788904
1/24/13,1243.46,0.000201092
1/25/13,1244.95,0.001198269
1/28/13,1244.79,-0.000128519
1/29/13,1246.32,0.001229123
1/30/13,1245.01,-0.001051094
1/31/13,1244.84,-0.000136545
2/1/13,1248.45,0.002899971
2/4/13,1245.36,-0.002475069
2/5/13,1248.8,0.002762253
2/6/13,1249.25,0.000360346
2/7/13,1249.31,4.80288E-05
2/8/13,1250.21,0.000720398
2/11/13,1250.55,0.000271954
2/12/13,1250.79,0.000191916
2/13/13,1250.9,8.79444E-05
2/14/13,1251.09,0.000151891
2/15/13,1250.72,-0.000295742
2/19/13,1255.69,0.003973711
2/20/13,1246.49,-0.007326649
2/21/13,1241.24,-0.004211827
2/22/13,1249.2,0.006412942
2/25/13,1237.22,-0.009590138
2/26/13,1239.89,0.002158064
2/27/13,1251.09,0.009033059
2/28/13,1250.35,-0.000591484
3/1/13,1252.89,0.002031431
3/4/13,1257.57,0.003735364
3/5/13,1261.82,0.003379534
3/6/13,1262.86,0.000824206
3/7/13,1263.82,0.000760179
3/8/13,1264.93,0.00087829
3/11/13,1265.48,0.000434807
3/12/13,1265.28,-0.000158043
3/13/13,1265.74,0.000363556
3/14/13,1265.91,0.000134309
3/15/13,1265.74,-0.000134291
3/18/13,1261.26,-0.003539431
3/19/13,1259.37,-0.001498501
3/20/13,1265.35,0.004748406
3/21/13,1259.67,-0.004488877
3/22/13,1263.54,0.003072233
3/25/13,1262.24,-0.001028855
3/26/13,1268.58,0.005022817
3/27/13,1268.17,-0.000323196
3/28/13,1270.52,0.001853064
4/1/13,1269.01,-0.00118849
4/2/13,1272.31,0.002600452
4/3/13,1266.51,-0.004558637
4/4/13,1269.15,0.002084468
4/5/13,1267.26,-0.001489186
4/8/13,1272.21,0.003906065
4/9/13,1274.76,0.002004386
4/10/13,1278.16,0.002667169
4/11/13,1278.97,0.000633723
4/12/13,1278.93,-3.12752E-05
4/15/13,1271.45,-0.005848639
4/16/13,1278.41,0.005474065
4/17/13,1272.65,-0.004505597
4/18/13,1270.43,-0.001744392
4/19/13,1272.86,0.001912738
4/22/13,1276.16,0.002592587
4/23/13,1281.09,0.003863152
4/24/13,1281.18,7.02527E-05
4/25/13,1282.39,0.000944442
4/26/13,1282.54,0.000116969
4/29/13,1284.46,0.001497029
4/30/13,1285.2,0.000576118
5/1/13,1283.04,-0.001680672
5/2/13,1285.84,0.002182317
5/3/13,1287.61,0.001376532
5/6/13,1288.21,0.00046598
5/7/13,1288.42,0.000163017
5/8/13,1288.53,8.53759E-05
5/9/13,1288.49,-3.10431E-05
5/10/13,1288.62,0.000100893
5/13/13,1288.71,6.98422E-05
5/14/13,1288.78,5.43179E-05
5/15/13,1288.82,3.10371E-05
5/16/13,1288.87,3.87952E-05
5/17/13,1291.18,0.001792268
5/20/13,1291.26,6.19588E-05
5/21/13,1291.89,0.000487896
5/22/13,1286.92,-0.003847077
5/23/13,1285.74,-0.000916918
5/24/13,1285.42,-0.000248884
5/28/13,1290.44,0.003905338
5/29/13,1286.22,-0.003270202
5/30/13,1289.34,0.002425713
5/31/13,1278.01,-0.008787442
6/3/13,1283.5,0.004295741
6/4/13,1279.04,-0.003474873
6/5/13,1265.63,-0.010484426
6/6/13,1275.1,0.00748244
6/7/13,1288.48,0.010493295
6/10/13,1288.72,0.000186266
6/11/13,1279.57,-0.007100068
6/12/13,1270.37,-0.007189915
6/13/13,1287.42,0.013421287
6/14/13,1281.34,-0.004722624
6/17/13,1290.35,0.007031701
6/18/13,1296.98,0.005138141
6/19/13,1284.86,-0.009344786
6/20/13,1254.16,-0.023893654
6/21/13,1269.82,0.012486445
6/24/13,1261.93,-0.006213479
6/25/13,1270.1,0.00647421
6/26/13,1277.31,0.005676718
6/27/13,1280.68,0.002638357
6/28/13,1278.81,-0.001460162
7/1/13,1283.25,0.003471978
7/2/13,1283.86,0.000475356
7/3/13,1284.48,0.000482919
7/5/13,1289.6,0.003986049
7/8/13,1291.03,0.001108871
7/9/13,1292.54,0.001169609
7/10/13,1292.7,0.000123787
7/11/13,1293.29,0.000456409
7/12/13,1293.33,3.09289E-05
7/15/13,1293.62,0.000224227
7/16/13,1293.66,3.0921E-05
7/17/13,1293.69,2.319E-05
7/18/13,1293.71,1.54597E-05
7/19/13,1295.16,0.001120808
7/22/13,1297.92,0.002131011
7/23/13,1297.15,-0.000593257
7/24/13,1294.78,-0.001827082
7/25/13,1297.03,0.001737747
7/26/13,1297.93,0.000693893
7/29/13,1296.26,-0.001286664
7/30/13,1296.92,0.000509157
7/31/13,1297,6.16846E-05
8/1/13,1303.42,0.004949884
